loan_word,original_word,loan_word_ipas,original_word_ipas
क़ैदी,قیدی,"['/kɛː.d̪iː/', '/qɛː.d̪iː/']",[]
कागद,کاغذ,['/kɑː.ɡəd̪/'],"['/kɑːɣað~kɑːɣið/', '/kɒːɣaz~kɒːɣɪz/', '/kɒːɢæz~kɒːɢez/', '/kɔːɣaz~kɔːɣiz/']"
काग़ज़,کاغذ,"['/kɑː.ɡəd͡ʒ/', '/kɑː.ɣəz/']","['/kɑːɣað~kɑːɣið/', '/kɒːɣaz~kɒːɣɪz/', '/kɒːɢæz~kɒːɢez/', '/kɔːɣaz~kɔːɣiz/']"
काग़ज़ात,کاغذات,"['/kɑːɡ.d͡ʒɑːt̪/', '/kɑːɣ.zɑːt̪/']",[]
काफ़िर,کافر,[],['/kɒːfer/']
काफ़ी,کافی,"['/kɑː.pʰiː/', '/kɑː.fiː/']","['/kɑːfiː/', '/kɒːfiː/', '/kɒːfiː/', '/kɔːfiː/']"
काबीना,کابینه,['/kɑː.biː.nɑː/'],[]
कामयाब,کامیاب,['/kɑːm.jɑːb/'],[]
कार,کار,"['/kɑːɾ/', '/kɑː.ɾɐ/', '/ˈkɑː.ɾɐ/']","['/kɑːɾ/', '/kɒːɾ/', '/kɒːɾ/', '/kɔːɾ/']"
कारख़ाना,کارخانه,"['/kɑːɾ.kʰɑː.nɑː/', '/kɑːɾ.xɑː.nɑː/']","['/kɑːɾxɑːna/', '/kɒːɾxɒːna/', '/kɒːɾxɒːne/', '/kɒːɾxuːne/', '/kɔːɾxɔːna/']"
कारगर,کارگر,['/kɑːɾ.ɡəɾ/'],[]
कारवाँ,کاروان,['/kɑːɾ.ʋɑ̃ː/'],['/kɒːɾˈwɒːn/']
कारीगर,کارگر,['/kɑː.ɾiː.ɡəɾ/'],[]
कारोबार,کاروبار,[],['/kɑː.ɾoː.bɑːɾ/']
काश,کاش,[],[]
कासा,کاسه,['/kɑː.sɑː/'],"['/kɒːˈsæ/', '/kɒːˈse/']"
कि,که,['/kɪ/'],"['/kə/', '/ki/', '/kɪ/', '/ke/', '/ki/', '/keh/']"
किफ़ायत,کفایت,"['/kɪ.pʰɑː.jət̪/', '/kɪ.fɑː.jət̪/']",[]
किफ़ायती,کفایتی,"['/kɪ.pʰɑː.jə.t̪iː/', '/kɪ.fɑː.jə.t̪iː/']",[]
किराया,کرایه,['/kɪ.ɾɑː.jɑː/'],['/kiɾɒːjæ/']
किरायेदार,کرایه دار,['/kɪ.ɾɑː.jeː.d̪ɑːɾ/'],[]
किशमिश,کشمش,['/kɪʃ.mɪʃ/'],[]
किशवर,کشور,[],[]
कीमिया,کیمیا,['/kiː.mɪ.jɑː/'],"['/kiːmiˈjɒː/', '/kiː.mɪ.jɑː/']"
कुंद,کند,['/kʊnd̪/'],[]
कुदरत,قدرت,['/kʊd̪.ɾət̪/'],"['/qudˈɾat/', '/qʊdˈɾat/', '/ɢodˈɾæt/', '/qudˈɾat/']"
कुमक,کمک,['/kʊ.mək/'],"['/komæk/', '/kɵmak/']"
कुरता,کرته,['/kʊɾ.t̪ɑː/'],[]
कुश्ती,کشتی,['/kʊʃ.t̪iː/'],[]
कूच,کوچ,"['/kuːt͡ʃ/', '/kuː.t͡ɕɐ/', '/ˈkuː.t͡ɕɐ/']",[]
कूर,کور,['/kuːɾ/'],['/kor/']
कोफ़्ता,کوفته,[],"['/koːfta/', '/koːfta/', '/kuːfte/', '/kɵːfta/']"
कोर,کور,[],['/kor/']
कोशिश,کوشش,['/koː.ʃɪʃ/'],"['/koːʃiʃ/', '/koːʃɪʃ/', '/kuːʃeʃ/', '/kɵːʃiʃ/', '/koː.ʃɪʃ/']"
कोह,کوه,['/koːɦ/'],"['/koːh/', '/koːh/', '/kuːh/', '/kɵːh/']"
कोहेनूर,کوه نور,['/koː.ɦeː.nuːɾ/'],[]
ख़ंजर,خنجر,"['/kʰən.d͡ʒəɾ/', '/xən.d͡ʒəɾ/']","['/xan.d͡ʒar/', '/xand͡ʒaɾ/', '/xand͡ʒaɾ/', '/xænd͡ʒæɾ/', '/xand͡ʒaɾ/', '/xən.d͡ʒəɾ/']"
ख़ज़ाना,خزانه,"['/kʰə.d͡ʒɑː.nɑː/', '/xə.zɑː.nɑː/']",[]
ख़त,خط,[],"['/xatˤ.tˤa/', '/xatˤtˤ/', '/χətˤ/', '/χətˤː/', '/xat/', '/xat/', '/xæt/', '/xat/']"
ख़तना,ختنه,[],['/xætʰˈne/']
ख़तरनाक,خطرناک,[],[]
ख़फ़ा,خفه,"['/kʰə.pʰɑː/', '/xə.fɑː/']",[]
ख़बर,خبر,"['/kʰə.bəɾ/', '/xə.bəɾ/']","['/xa.ba.ra/', '/xa.bu.ra/', '/xab.ba.ra/', '/xa.bar/', '/xibr/', '/xubr/', '/xbar/', '/xa.bar/', '/xabaɾ/', '/xabaɾ/', '/xæbæɾ/', '/xabaɾ/', '/xab.bar/', '/xə.bəɾ/']"
ख़बरनवीस,خبرنویش,"['/kʰə.bəɾ.nə.ʋiːs/', '/xə.bəɾ.nə.ʋiːs/']",[]
ख़म,خم,"['/kʰəm/', '/xəm/']",[]
ख़मीर,خمیر,"['/kʰə.miːɾ/', '/xə.miːɾ/']",[]
ख़याल,خیال,"['/kʰə.jɑːl/', '/xə.jɑːl/']","['/xajɑːl/', '/xajɒːl/', '/xæjɒːl/', '/xajɔːl/']"
ख़रगोश,خرگوش,"['/kʰəɾ.ɡoːʃ/', '/xəɾ.ɡoːʃ/']","['/xaɾɡoːʃ/', '/xaɾɡoːʃ/', '/xæɾɡuːʃ/', '/xaɾɡɵːʃ/', '/xəɾ.ɡoːʃ/']"
ख़राब,خراب,"['/kʰə.ɾɑːb/', '/xə.ɾɑːb/']","['/xa.raːb/', '/xaɾɑːb/', '/xaɾɒːb/', '/xæɾɒːb/', '/xaɾɔːb/']"
ख़राश,خراش,"['/kʰə.ɾɑːʃ/', '/xə.ɾɑːʃ/']",['/xə.ɾɑːʃ/']
ख़रीद,خرید,"['/kʰə.ɾiːd̪/', '/xə.ɾiːd̪/']","['/haɾiːd/', '/haɾiːd/', '/hæɾiːd/', '/haɾid/']"
ख़रीदना,خریدن,"['/kʰə.ɾiːd̪.nɑː/', '/xə.ɾiːd̪.nɑː/']","['/xaɾiːdan/', '/xaɾiːdan/', '/xæɾiːdæn/', '/xaɾidan/']"
ख़रीदार,خریدار,"['/kʰə.ɾiː.d̪ɑːɾ/', '/xə.ɾiː.d̪ɑːɾ/']",[]
ख़र्च,خرچ,"['/kʰəɾt͡ʃ/', '/xəɾt͡ʃ/']",[]
ख़र्चा,خرچه,"['/kʰəɾ.t͡ʃɑː/', '/xəɾ.t͡ʃɑː/']",[]
ख़लक़,خلق,"['/kʰəlk/', '/xəlq/']","['/xa.la.qa/', '/xal.la.qa/', '/xalq/', '/xəlq/']"
ख़सरा,خسره,"['/kʰəs.ɾɑː/', '/xəs.ɾɑː/']",[]
ख़ाक,خاک,"['/kʰɑːk/', '/xɑːk/']","['/xɑːk/', '/xɒːk/', '/xɒːk/', '/xɔːk/']"
ख़ाक़ान,خاقان,"['/kʰɑː.kɑːn/', '/xɑː.qɑːn/']","['/xɑːqɑːn/', '/xɒːqɒːn/', '/xɒːɢɒːn/', '/xɔːqɔːn/']"
ख़ाका,خاکا,"['/kʰɑː.kɑː/', '/xɑː.kɑː/']",[]
ख़ाकी,خاکی,[],[]
ख़ातिर,خاطر,"['/kʰɑː.t̪ɪɾ/', '/xɑː.t̪ɪɾ/']","['/xɑːtiɾ/', '/xɒːtɪɾ/', '/xɒːteɾ/', '/xɔːtiɾ/']"
ख़ातून,خاتون,"['/kʰɑː.t̪uːn/', '/xɑː.t̪uːn/']","['/xɑːtuːn/', '/xɒːtuːn/', '/xɒːtuːn/', '/xɔːtun/', '/xɑː.t̪uːn/']"
ख़ान,خان,"['/kʰɑːn/', '/xɑːn/']","['/xɑːn/', '/xɒːn/', '/xɒːn/', '/xɔːn/']"
ख़ानगी,خانگی,"['/kʰɑːn.ɡiː/', '/xɑːn.ɡiː/']","['/xɑːnaʔɡiː/', '/xɒːnaʔɡiː/', '/xɒːnæʔɡiː/', '/xɔːnaʔɡiː/']"
ख़ानदान,خاندان,"['/kʰɑːn.d̪ɑːn/', '/xɑːn.d̪ɑːn/']","['/xɑːndɑːn/', '/xɒːndɒːn/', '/xɒːndɒːn/', '/xɔːndɔːn/']"
ख़ानदानी,خاندانی,"['/kʰɑːn.d̪ɑː.niː/', '/xɑːn.d̪ɑː.niː/']",[]
ख़ाना,خانه,"['/kʰɑː.nɑː/', '/xɑː.nɑː/']","['/xɑːna/', '/xɒːna/', '/xɒːne/', '/xɔːna/']"
ख़ानाबदोश,خانه‌بهدوش,"['/kʰɑː.nɑː.bə.d̪oːʃ/', '/xɑː.nɑː.bə.d̪oːʃ/']",[]
ख़ामी,خامی,"['/kʰɑː.miː/', '/xɑː.miː/']",[]
ख़ामोश,خاموش,[],"['/xɑːmoːʃ/', '/xɒːmoːʃ/', '/xɒːmuːʃ/', '/xɔːmɵːʃ/', '/xɑː.moːʃ/']"
ख़ामोशी,خاموشی,[],"['/xɑːmoːʃiː/', '/xɒːmoːʃiː/', '/xɒːmuːʃiː/', '/xɔːmɵːʃiː/']"
ख़ाला,خاله,"['/kʰɑː.lɑː/', '/xɑː.lɑː/']","['/xɑːla/', '/xɒːla/', '/xɒːle/', '/xɔːla/']"
ख़ालिक़,خالق,"['/kʰɑː.lɪk/', '/xɑː.lɪq/']","['/xaː.liq/', '/xɑːliq/', '/xɒːlɪq/', '/xɒːleɢ/', '/xɔːliq/', '/xɑː.lɪq/']"
ख़ाली,خالی,"['/kʰɑː.liː/', '/xɑː.liː/']","['/xɑːliː/', '/xɒːliː/', '/xɒːliː/', '/xɔːliː/']"
ख़िदमतगार,خدمتگار,"['/kʰɪd̪.mət̪.ɡɑːɾ/', '/xɪd̪.mət̪.ɡɑːɾ/']",[]
ख़िलाफ़त,خلافت,[],['/xɪ.lɑː.fət̪/']
ख़ुद,خود,"['/kʰʊd̪/', '/xʊd̪/']","['/xʷad/', '/xʊd/', '/xod/', '/xud/', '/xoːd/', '/xoːd/', '/xuːd/', '/xɵːd/', '/xʊd̪/', '/xwʊd̪/']"
ख़ुदकुशी,خودکشی,"['/kʰʊd̪.kʊ.ʃiː/', '/xʊd̪.kʊ.ʃiː/']","['/xʷadkuʃiː/', '/xʊdkʊʃiː/', '/xodkoʃiː/', '/xudkuʃiː/', '/xʊd̪.kʊ.ʃiː/']"
ख़ुदा,خدا,"['/kʰʊ.d̪ɑː/', '/xʊ.d̪ɑː/']","['/xudɑː/', '/xʊdɒː/', '/xodɒː/', '/xudɔː/', '/xʊ.d̪ɑː/']"
ख़ुदा हाफ़िज़,خدا حافظ,"['/kʰʊ.d̪ɑː‿ɦɑː.pʰɪd͡ʒ/', '/xʊ.d̪ɑː‿ɦɑː.fɪz/']","['/xudɑːhɑːfiz/', '/xʊdɒːhɒːfɪz/', '/xodɒːhɒːfez/', '/xudɔːhɔːfiz/']"
ख़ुर्दबीन,خردبین,[],[]
ख़ुश,خوش,"['/kʰʊʃ/', '/xʊʃ/']","['/χoːʃ/', '/xʷaʃ/', '/xʊʃ/', '/xoʃ/', '/xuʃ/', '/xʊʃ/', '/xwʊʃ/', '/xoʃ/', '/xɔʃ/']"
ख़ुशआमदीद,خوش آمدید,"['/kʰʊ.ʃə.ɑːm.d̪iːd̪/', '/xʊ.ʃə.ɑːm.d̪iːd̪/']","['/xʷaʃ\xa0ɑːmadiːd/', '/xʊʃ\xa0ɒːmadiːd/', '/xoʃ\xa0ɒːmædiːd/', '/xuʃ\xa0ɔːmadid/', '/xʊʃ‿ɑːm.d̪iːd̪/']"
ख़ुशक़िस्मत,خوش قسمت,"['/kʰʊʃ.kɪs.mət̪/', '/xʊʃ.qɪs.mət̪/']",[]
ख़ुशनवीसी,خُوشنَوِیسی,"['/kʰʊʃ.nə.ʋiː.siː/', '/xʊʃ.nə.ʋiː.siː/']",['/xoʃneviːˈsiː/']
ख़ुशबू,خوشبو,"['/kʰʊʃ.buː/', '/xʊʃ.buː/']","['/xʷaʃbuː(j)/', '/xʊʃbuː(j)/', '/xoʃbuː(j)/', '/xuʃbɵː(j)/']"
ख़ुशहाल,خوشحال,"['/kʰʊʃ.ɦɑːl/', '/xʊʃ.ɦɑːl/']","['/xʷaʃhɑːl/', '/xʊʃhɒːl/', '/xoʃhɒːl/', '/xuʃhɔːl/']"
ख़ुशहाली,خوشحالی,"['/kʰʊʃ.ɦɑː.liː/', '/xʊʃ.ɦɑː.liː/']",[]
ख़ुशामद,خش‌آمد,"['/kʰʊ.ʃɑː.məd̪/', '/xʊ.ʃɑː.məd̪/']",[]
ख़ुशी,خوشی,"['/kʰʊ.ʃiː/', '/xʊ.ʃiː/']","['/xuʃiː/', '/xʊʃiː/', '/xoʃiː/', '/xuʃiː/', '/xʊ.ʃiː/']"
ख़ूँख़ार,خونخوار,"['/kʰũː.kʰɑːɾ/', '/xũː.xɑːɾ/']",[]
ख़ून,خون,"['/kʰuːn/', '/xuːn/']","['/xuːn/', '/xuːn/', '/xuːn/', '/xun/', '/xuːn/']"
ख़ूब,خوب,[],"['/xuːb/', '/xuːb/', '/xuːb/', '/xub/']"
ख़ूबसूरत,خوب‌صورت,"['/kʰuːb.suː.ɾət̪/', '/xuːb.suː.ɾət̪/']",[]
ख़ूबानी,خوبانی,"['/kʰuː.bɑː.niː/', '/xuː.bɑː.niː/']","['/xuːbɑːniː/', '/xuːbɒːniː/', '/xuːbɒːniː/', '/xubɔːniː/', '/xuː.bɑː.niː/']"
ख़ूबी,خوبی,"['/kʰuː.biː/', '/xuː.biː/']",[]
ख़ैर,خیر,"['/kʰɛːɾ/', '/xɛːɾ/']","['/xajɾ/', '/xajɾ/', '/xejɾ/', '/xajɾ/', '/xɛːɾ/']"
ख़ैरात,خیرات,"['/kʰɛː.ɾɑːt̪/', '/xɛː.ɾɑːt̪/']",[]
ख़ैरियत,خیریه,"['/kʰɛː.ɾɪ.jət̪/', '/xɛː.ɾɪ.jət̪/']","['/xajɾiːjja/', '/xajɾiːjja/', '/xejɾiːjje/', '/xajɾijja/']"
ख़ौफ़,خوف,"['/kʰɔːpʰ/', '/xɔːf/']","['/xawf/', '/xawf/', '/xawf/', '/xowf/', '/xavf/', '/xaw.waf/', '/xɔːf/']"
ख़्वाजा,خواجه,"['/kʰʋɑː.d͡ʒɑː/', '/xʋɑː.d͡ʒɑː/']","['/xʷɑːd͡ʒa/', '/xɒːd͡ʒa/', '/xɒːd͡ʒe/', '/xɔd͡ʒa/']"
ख़्वाब,خواب,"['/kʰʋɑːb/', '/xʋɑːb/']","['/xʷɑːb/', '/xɒːb/', '/xɒːb/', '/xɔb/', '/xɑːb/', '/xwɑːb/']"
ख़्वाबगाह,خوابگاه,"['/kʰʋɑːb.ɡɑːɦ/', '/xʋɑːb.ɡɑːɦ/']","['/xʷɑːbɡɑːh/', '/xɒːbɡɒːh/', '/xɒːbɡɒːh/', '/xɔːbɡɔːh/']"
ख़्वाहिश,خواهش,"['/kʰɑː.ɦɪʃ/', '/xɑː.ɦɪʃ/', '/kʰʋɑː.ɦɪʃ/', '/xʋɑː.ɦɪʃ/']","['/xʷɑːhiʃ/', '/xɒːhɪʃ/', '/xɒːheʃ/', '/xɔːhiʃ/']"
खीसा,کیسه,['/kʰiː.sɑː/'],[]
गंदगी,گندگی,['/ɡən.d̪ə.ɡiː/'],[]
गंदा,گنده,['/ɡən.d̪ɑː/'],"['/ɡanda/', '/ɡanda/', '/ɡænde/', '/ɡanda/']"
गज़,گز,"['/ɡəd͡ʒ/', '/ɡəz/']",['/ɡæz/']
गज़र,گزر,"['/ɡə.d͡ʒəɾ/', '/ɡə.zəɾ/']","['/ɡæzer/', '/ɡæzər/']"
गरेबान,گریبان,['/ɡə.ɾeː.bɑːn/'],[]
गर्द,گرد,['/ɡəɾd̪/'],[]
गर्दन,گردن,['/ɡəɾ.d̪ən/'],"['/ɡaɾdan/', '/ɡaɾdan/', '/ɡæɾdæn/', '/ɡaɾdan/', '/ɡəɾ.d̪ən/']"
गर्दिश,گردش,['/ɡəɾ.d̪ɪʃ/'],[]
-गर्दी,گردی,['/ɡəɾ.d̪iː/'],[]
गर्म,گرم,"['/ɡə.ɾəm/', '/ɡəɾm/']","['/ɡaɾm/', '/ɡaɾm/', '/ɡæɾm/', '/ɡaɾm/']"
गर्मी,گرمی,[],[]
गवाह,گواه,['/ɡə.ʋɑːɦ/'],"['/ɡuwɑːh/', '/ɡʊwɒːh/', '/ɡovɒːh/', '/ɡuvɔːh/']"
गवाही,گواهی,['/ɡə.ʋɑː.ɦiː/'],[]
गश्त,گشت,['/ɡəʃt̪/'],[]
ग़ज़ब,غضب,"['/ɡə.d͡ʒəb/', '/ɣə.zəb/']","['/ɣa.dˤi.ba/', '/ɣu.dˤi.ba/', '/ɣa.dˤab/', '/ɣa.dˤib/']"
ग़ज़ल,غزل,"['/ɡə.d͡ʒəl/', '/ɣə.zəl/']",[]
ग़ज़ा,غزه,[],[]
ग़द्दार,غدار,"['/ɡəd̪.d̪ɑːɾ/', '/ɣəd̪.d̪ɑːɾ/']",[]
ग़म,غم,"['/ɡəm/', '/ɣəm/']","['/ɣam/', '/ɣam/', '/ɣam/', '/ɢæm/', '/ɣam/', '/ɣəm/']"
ग़रीबी,غریبی,"['/ɡə.ɾiː.biː/', '/ɣə.ɾiː.biː/']",[]
ग़लत,غلط,"['/ɡə.lət̪/', '/ɣə.lət̪/']","['/ɣa.li.tˤa/', '/ɣa.latˤ/', '/ɣa.latˤ/', '/ɣa.laˈt̪/', '/ɣalat/', '/ɣalat/', '/ɢælæt/', '/ɣalat/', '/ɣi.litˤ/', '/ɣa.latˤ/']"
ग़लती,غلطی,"['/ɡəl.t̪iː/', '/ɣəl.t̪iː/']",['/ɣəl.(ə.)t̪iː/']
ग़ुलाम,غلام,[],"['/ɣulɑːm/', '/ɣʊlɒːm/', '/ɢolɒːm/', '/ɣulɔːm/']"
ग़ुस्सा,غصه,"['/ɡʊs.sɑː/', '/ɣʊs.sɑː/']","['/ɣussa/', '/ɣʊssa/', '/ɢosse/', '/ɣussa/']"
ग़ैर,غیر,"['/ɡɛːɾ/', '/ɣɛːɾ/']","['/ɣajɾ/', '/ɣajɾ/', '/ɢejɾ/', '/ɣajɾ/', '/ɣɛːɾ/']"
ग़ैर-,غیر,"['/ɡɛːɾ/', '/ɣɛːɾ/']","['/ɣajɾ/', '/ɣajɾ/', '/ɢejɾ/', '/ɣajɾ/', '/ɣɛːɾ/']"
ग़ोता,غوطه,"['/ɡoː.t̪ɑː/', '/ɣoː.t̪ɑː/']",[]
गिरफ़्त,گرفت,"['/ɡɪ.ɾəpʰt̪/', '/ɡɪ.ɾəft̪/']","['/ɡiɾift/', '/ɡɪɾɪft/', '/ɡeɾeft/', '/ɡiɾift/']"
गिरफ़्तार,گرفتار,"['/ɡɪ.ɾəpʰ.t̪ɑːɾ/', '/ɡɪ.ɾəf.t̪ɑːɾ/']",[]
गिरफ़्तारी,گرفتاری,"['/ɡɪ.ɾəpʰ.t̪ɑː.ɾiː/', '/ɡɪ.ɾəf.t̪ɑː.ɾiː/']",[]
गिरह,گره,['/ɡɪ.ɾəɦ/'],['/ɡereh/']
-गिरी,گری,[],[]
गिरोह,گروه,['/ɡɪ.ɾoːɦ/'],"['/ɡuɾoːh/', '/ɡʊɾoːh/', '/ɡoɾuːh/', '/ɡuɾɵːh/']"
गिलहरी,گلهری,['/ɡɪ.ləɦ.ɾiː/'],[]
गिलास,گیلاس,['/ɡɪ.lɑːs/'],"['/ɡeːlɑːs/', '/ɡeːlɒːs/', '/ɡiːlɒːs/', '/ɡelɔːs/']"
गिलीम,گلیم,[],[]
गुंजाइश,گنجایش,['/ɡʊn.d͡ʒɑː.ɪʃ/'],[]
गुज़र,گذر,[],[]
गुज़श्ता,گذشته,"['/ɡʊ.d͡ʒəʃ.t̪ɑː/', '/ɡʊ.zəʃ.t̪ɑː/']","['/ɡuðaʃta/', '/ɡʊzaʃta/', '/ɡozæʃte/', '/ɡuzaʃta/']"
गुज़ारा,گذاره,[],[]
गुज़ारिश,گزارش,[],"['/ɡuzɑːɾiʃ/', '/ɡʊzɒːɾɪʃ/', '/ɡozɒːɾeʃ/', '/ɡuzɔːɾiʃ/', '/ɡʊ.zɑː.ɾɪʃ/']"
गुनाह,گناه,['/ɡʊ.nɑːɦ/'],"['/ɡunɑːh/', '/ɡʊnɒːh/', '/ɡonɒːh/', '/ɡunɔːh/']"
गुफ़्तगू,گفتگو,"['/ɡʊpʰ.t̪ə.ɡuː/', '/ɡʊf.t̪ə.ɡuː/', '/ɡʊpʰt̪.ɡuː/', '/ɡʊft̪.ɡuː/']","['/ɡuft(u)ɡuː(j)/', '/ɡʊft(ʊ)ɡuː(j)/', '/ɡoft(o)ɡuː(j)/', '/ɡuft(u)ɡɵː(j)/']"
गुफ़्तार,گفتار,"['/ɡʊpʰ.t̪ɑːɾ/', '/ɡʊf.t̪ɑːɾ/']","['/ɡuftɑːɾ/', '/ɡʊftɒːɾ/', '/ɡoftɒːɾ/', '/ɡuftɔːɾ/']"
गुम,گم,['/ɡʊm/'],"['/ɡum/', '/ɡʊm/', '/ɡom/', '/ɡum/']"
गुमनाम,گم‌نام,['/ɡʊm.nɑːm/'],[]
गुमशुदा,گم‌شده,['/ɡʊm.ʃʊ.d̪ɑː/'],[]
गुर्जिस्तान,گرجستان,['/ɡʊɾ.d͡ʒɪs.t̪ɑːn/'],[]
गुलज़ार,گلزار,"['/ɡʊl.d͡ʒɑːɾ/', '/ɡʊl.zɑːɾ/']",[]
गुलदान,گلدان,['/ɡʊl.d̪ɑːn/'],"['/ɡuldɑːn/', '/ɡʊldɒːn/', '/ɡoldɒːn/', '/ɡuldɔːn/']"
गुलशन,گلشن,['/ɡʊl.ʃən/'],[]
गुलाब,گلاب,"['/ɡʊ.lɑːb/', '/ɡu.lab/']","['/ɡulɑːb/', '/ɡʊlɒːb/', '/ɡolɒːb/', '/ɡulɔːb/']"
गुलूबंद,گلو بند,['/ɡʊ.luː.bənd̪/'],[]
गुस्ताख़,گستاخ,"['/ɡʊs.t̪ɑːkʰ/', '/ɡʊs.t̪ɑːx/']","['/ɡustɑːx/', '/ɡʊstɒːx/', '/ɡostɒːx/', '/ɡustɔːx/']"
गुस्ताख़ी,گستاخی,"['/ɡʊs.t̪ɑː.kʰiː/', '/ɡʊs.t̪ɑː.xiː/']",[]
गूंगा,گنگ,['/ɡuːŋ.ɡɑː/'],[]
गोर,گور,[],"['/ɡoːɾ/', '/ɡoːɾ/', '/ɡuːɾ/', '/ɡɵːɾ/', '/ɡoːɾ/', '/ɡuːɾ/', '/ɡæwɾ/', '/ɡævɾ/']"
गोरखर,گورخر,[],"['/ɡoːɾˈxæɾ/', '/ɡuːɾˈxæɾ/', '/ɡuːɾeˈxæɾ/']"
गोरिस्तान,گورستان,[],"['/ɡoːɾistɑːn/', '/ɡoːɾɪstɒːn/', '/ɡuːɾestɒːn/', '/ɡɵːɾistɔːn/']"
गोश्त,گوشت,['/ɡoːʃt̪/'],"['/ɡoːʃt/', '/ɡoːʃt/', '/ɡuːʃt/', '/ɡɵːʃt/']"
चमचा,چمچه,"['/t͡ʃəm.t͡ʃɑː/', '/t͡səm.t͡sa/', '/t͡ɕəm.t͡ɕa/']",[]
चम्मच,چمچه,[],[]
चरख़ा,چرخ,"['/t͡ʃəɾ.kʰɑː/', '/t͡ʃəɾ.xɑː/']","['/t͡ʃarx/', '/t͡ʃaɾx/', '/t͡ʃaɾx/', '/t͡ʃæɾx/', '/t͡ʃaɾx/']"
चरबी,چربی,['/t͡ʃəɾ.biː/'],"['/t͡ʃaɾbiː/', '/t͡ʃaɾbiː/', '/t͡ʃæɾbiː/', '/t͡ʃaɾbiː/', '/t͡ʃəɾ.biː/']"
चराग़,چراغ,[],"['/t͡ʃiɾɑːɣ~t͡ʃaɾɑːɣ/', '/t͡ʃɪɾɒːɣ~t͡ʃaɾɒːɣ/', '/t͡ʃeɾɒːɢ~t͡ʃæɾɒːɢ/', '/t͡ʃiɾɔːɣ~t͡ʃaɾɔːɣ/', '/t͡ʃɪ.ɾɑːɣ/']"
चरागाह,چراگاه,['/t͡ʃə.ɾɑː.ɡɑːɦ/'],[]
चश्मदीद,ਚਸ਼ਮਦੀਦ,['/t͡ʃəʃ.mᵊ.d̪iːd̪/'],[]
चाक़ू,چاقو,[],"['/t͡ʃɑːquː/', '/t͡ʃɒːquː/', '/t͡ʃɒːɢuː/', '/t͡ʃɔːqu/', '/t͡ʃɑː.quː/']"
चादर,چادر,[],[]
चाबुक,چابک,[],[]
चाय,چای,['/t͡ʃɑːj/'],"['/t͡ʃɑi/', '/t͡ʃɑːj/', '/t͡ʃɒːj/', '/t͡ʃɒːj/', '/t͡ʃɔːj/', '/t͡ʃɑːj/']"
चायख़ाना,چایخانه,"['/t͡ʃɑːj.kʰɑː.nɑː/', '/t͡ʃɑːj.xɑː.nɑː/']","['/t͡ʃɑːj\xa0xɑːna/', '/t͡ʃɒːj\xa0xɒːna/', '/t͡ʃɒːj\xa0xɒːne/', '/t͡ʃɔːj\xa0xɔːna/']"
चायदान,چایدان,['/t͡ʃɑːj.d̪ɑːn/'],"['/t͡ʃɑːjdɑːn/', '/t͡ʃɒːjdɒːn/', '/t͡ʃɒːjdɒːn/', '/t͡ʃɔːjdɔːn/']"
चारदीवारी,چهار دیواری,[],[]
चाशनी,چاشنی,['/t͡ʃɑːʃ.niː/'],"['/tʃʰɒːʃniː/', '/t͡ʃɑːʃ.niː/']"
चिराग़,چراغ,"['/t͡ʃɪ.ɾɑːɡ/', '/t͡ʃɪ.ɾɑːɣ/']","['/t͡ʃiɾɑːɣ~t͡ʃaɾɑːɣ/', '/t͡ʃɪɾɒːɣ~t͡ʃaɾɒːɣ/', '/t͡ʃeɾɒːɢ~t͡ʃæɾɒːɢ/', '/t͡ʃiɾɔːɣ~t͡ʃaɾɔːɣ/', '/t͡ʃɪ.ɾɑːɣ/']"
चिलग़ोज़ा,چلغوزه,"['/t͡ʃɪl.ɡoː.d͡ʒɑː/', '/t͡ʃɪl.ɣoː.zɑː/']",[]
चिलम,چلم,['/t͡ʃɪ.ləm/'],[]
चीख़,جیغ,[],[]
चीज़,چیز,"['/t͡ʃiːd͡ʒ/', '/t͡ʃiːz/']",['/t͡ʃiːz/']
चुक़ंदर,چقندر,"['/t͡ʃʊ.kən.d̪əɾ/', '/t͡ʃʊ.qən.d̪əɾ/']",[]
चूज़ा,چوزه,"['/t͡ʃuː.d͡ʒɑː/', '/t͡ʃuː.zɑː/']",[]
चूपान,چوپان,[],"['/t͡ʃuːpɑːn/', '/t͡ʃuːpɒːn/', '/t͡ʃuːpɒːn/', '/t͡ʃupɔːn/']"
चेहरा,چهره,['/t͡ʃeːɦ.ɾɑː/'],"['/t͡ʃihɾa/', '/t͡ʃɪhɾa/', '/t͡ʃehɾe/', '/t͡ʃehɾa/']"
चोग़ा,چوقا,"['/t͡ʃoː.ɡɑː/', '/t͡ʃoː.ɣɑː/']",[]
जंग,جنگ,['/d͡ʒəŋɡ/'],"['/d͡ʒaŋɡ/', '/d͡ʒaŋɡ/', '/d͡ʒæŋɡ/', '/d͡ʒaŋɡ/', '/d͡ʒəŋɡ/']"
जंगजू,جنگجو,['/d͡ʒəŋ.ɡd͡ʒuː/'],"['/d͡ʒanɡd͡ʒuː/', '/d͡ʒanɡd͡ʒuː/', '/d͡ʒænɡd͡ʒuː/', '/d͡ʒanɡd͡ʒu/']"
जंगी,جنگی,['/d͡ʒəŋ.ɡiː/'],[]
